Season,Team,Player Names
2021,1.FC Union Berlin,"['Frederik Rönnow', 'Andreas Luthe', 'Jakob Busk', 'Niklas Petzsch', 'Yannic Stein', 'Marvin Friedrich', 'Paul Jaeckel', 'Timo Baumgartl', 'Robin Knoche', 'Dominique Heintz', 'Rick van Drongelen', 'Mathis Bruns', 'Tymoteusz Puchacz', 'Niko Gießelmann', 'Bastian Oczipka', 'Julian Ryerson', 'Christopher Trimmel', 'Rani Khedira', 'Sebastian Griesbeck', 'Robert Andrich', 'Grischa Prömel', 'András Schäfer', 'Kevin Möhwald', 'Pawel Wszolek', 'Laurenz Dehl', 'Fabio Schneider', 'Genki Haraguchi', 'Keita Endo', 'Maximilian Somnitz', 'Levin Öztunali', 'Sheraldo Becker', 'Max Kruse', 'Taiwo Awoniyi', 'Marcus Ingvartsen', 'Andreas Voglsammer', 'Sven Michel', 'Cedric Teuchert', 'Kevin Behrens', 'Anthony Ujah', 'Suleiman Abdullahi']"
2021,1.FC Köln,"['Marvin Schwäbe', 'Timo Horn', 'Jonas Urbig', 'Matthias Köbbing', 'Timo Hübers', 'Luca Kilian', 'Jorge Meré', 'Jeff Chabot', 'Bright Arrey-Mbi', 'Rafael Czichos', 'Jonas Hector', 'Jannes Horn', 'Noah Katterbach', 'Benno Schmitz', 'Kingsley Ehizibue', 'Kingsley Schindler', 'Salih Özcan', 'Ellyes Skhiri', 'Dejan Ljubicic', 'Niklas Hauptmann', 'Mathias Olesen', 'Ondrej Duda', 'Louis Schaub', 'Tomás Ostrák', 'Florian Kainz', 'Marvin Obuz', 'Jan Thielmann', 'Mark Uth', 'Anthony Modeste', 'Sebastian Andersson', 'Tim Lemperle']"
2021,FC Augsburg,"['Rafal Gikiewicz', 'Tomas Koubek', 'Daniel Klein', 'Reece Oxford', 'Felix Uduokhai', 'Jeffrey Gouweleeuw', 'Frederik Winther', 'Iago', 'Mads Pedersen', 'Lasse Günther', 'Robert Gumny', 'Raphael Framberger', 'Niklas Dorsch', 'Carlos Gruezo', 'Tobias Strobl', 'Dikeni Salifou', 'Arne Maier', 'Jan Moravek', 'Tim Civeja', 'Dominic Schmidt', 'Fredrik Jensen', 'Rubén Vargas', 'André Hahn', 'Noah Joel Sarenren Bazee', 'Daniel Caligiuri', 'Ricardo Pepi', 'Michael Gregoritsch', 'Andi Zeqiri', 'Florian Niederlechner', 'Sergio Córdova', 'Alfred Finnbogason', 'Maurice Malone']"
2021,Arminia Bielefeld,"['Stefan Ortega', 'Stefanos Kapino', 'Oscar Linnér', 'Arne Schulz', 'Amos Pieper', 'Joakim Nilsson', 'Edimilson Fernandes', 'Guilherme Ramos', 'Andrés Andrade', 'Mike van der Hoorn', 'Nathan de Medina', 'Kenson Pierre Bauer', 'George Bello', 'Lennart Czyborra', 'Jacob Barrett Laursen', 'Cédric Brunner', 'Manuel Prietl', 'Fabian Kunze', 'Julian Frommann', 'Marcel Hartel', 'Sebastian Vasiliadis', 'Gonzalo Castro', 'Masaya Okugawa', 'Alessandro Schöpf', 'Cem-Ali Dogan', 'Robin Hack', 'Bryan Lasme', 'Patrick Wimmer', 'Burak Ince', 'Christian Gebauer', 'Vladislav Cherny', 'Florian Krüger', 'Janni Serra', 'Fabian Klos']"
2021,VfL Bochum,"['Manuel Riemann', 'Michael Esser', 'Tjark Ernst', 'Paul Grave', 'Armel Bella-Kotchap', 'Maxim Leitsch', 'Erhan Masovic', 'Vasilios Lampropoulos', 'Saulo Decarli', 'Danilo Soares', 'Konstantinos Stafylidis', 'Moritz Römling', 'Herbert Bockhorn', 'Cristian Gamboa', 'Anthony Losilla', 'Elvis Rexhbecaj', 'Eduard Löwen', 'Patrick Osterhage', 'Robert Tesche', 'Raman Chibsah', 'Miloš Pantović', 'Tom Weilandt', 'Gerrit Holtmann', 'Christopher Antwi-Adjei', 'Danny Blum', 'Takuma Asano', 'Tarsis Bonga', 'Sebastian Polter', 'Jürgen Locadia', 'Simon Zoller', 'Silvere Ganvoula', 'Soma Novothny', 'Luis Hartwig']"
2021,SpVgg Greuther Fürth,"['Andreas Linde', 'Sascha Burchert', 'Marius Funk', 'Leon Schaffran', 'Lasse Schulz', 'Maximilian Bauer', 'Luca Itter', 'Justin Hoogma', 'Nick Viergever', 'Gideon Jung', 'Abdourahmane Barry', 'Oliver Fobassam', 'Jetro Willems', 'Marco Meyerhöfer', 'Simon Asta', 'Max Christiansen', 'Adrian Fein', 'Sebastian Griesbeck', 'Nunoo Sarpei', 'Paul Seguin', 'Timothy Tillman', 'Jeremy Dudziak', 'Tobias Raschl', 'Julian Green', 'Nils Seufert', 'Mert Yusuf Torlak', 'Jamie Leweling', 'Branimir Hrgota', 'Jessic Ngankam', 'Cedric Itten', 'Afimico Pululu', 'Havard Nielsen', 'Dickson Abiama', 'Robin Kehr']"
2022,FC Bayern München,"['Manuel Neuer', 'Yann Sommer', 'Sven Ulreich', 'Johannes Schenk', 'Matthijs de Ligt', 'Dayot Upamecano', 'Lucas Hernández', 'Benjamin Pavard', 'Tanguy Nianzou', 'Daley Blind', 'Justin Janitzek', 'Liam Morrison', 'Gabriel Marusic', 'Alphonso Davies', 'João Cancelo', 'Noussair Mazraoui', 'Josip Stanisic', 'Bouna Sarr', 'Joshua Kimmich', 'Aleksandar Pavlovic', 'Leon Goretzka', 'Ryan Gravenberch', 'Marcel Sabitzer', 'Jamal Musiala', 'Paul Wanner', 'Kingsley Coman', 'Sadio Mané', 'Gabriel Vidovic', 'Arijon Ibrahimovic', 'Leroy Sané', 'Serge Gnabry', 'Thomas Müller', 'Mathys Tel', 'Joshua Zirkzee', 'Eric Maxim Choupo-Moting']"
2022,Borussia Dortmund,"['Gregor Kobel', 'Marcel Lotka', 'Alexander Meyer', 'Luca Unbehaun', 'Silas Ostrzinski', 'Nico Schlotterbeck', 'Niklas Süle', 'Mats Hummels', 'Soumaïla Coulibaly', 'Antonios Papadopoulos', 'Raphaël Guerreiro', 'Tom Rothe', 'Nico Schulz', 'Julian Ryerson', 'Marius Wolf', 'Thomas Meunier', 'Felix Passlack', 'Mateu Morey', 'Emre Can', 'Salih Özcan', 'Abdoulaye Kamara', 'Jude Bellingham', 'Mahmoud Dahoud', 'Julian Brandt', 'Giovanni Reyna', 'Marco Reus', 'Göktan Gürpüz', 'Karim Adeyemi', 'Jamie Bynoe-Gittens', 'Thorgan Hazard', 'Donyell Malen', 'Julien Duranville', 'Justin Njinmah', 'Marco Pasalic', 'Sébastien Haller', 'Youssoufa Moukoko', 'Anthony Modeste']"
2022,RasenBallsport Leipzig,"['Péter Gulácsi', 'Janis Blaswich', 'Ørjan Nyland', 'Oskar Preil', 'Jonas Nickisch', 'Timo Schlieck', 'Josko Gvardiol', 'Mohamed Simakan', 'Willi Orbán', 'Abdou Diallo', 'Marcel Halstenberg', 'David Raum', 'Sanoussy Ba', 'Benjamin Henrichs', 'Lukas Klostermann', 'Hugo Novoa', 'Dominik Szoboszlai', 'Konrad Laimer', 'Xaver Schlager', 'Amadou Haidara', 'Kevin Kampl', 'Dani Olmo', 'Emil Forsberg', 'Caden Clark', 'Christopher Nkunku', 'Timo Werner', 'André Silva', 'Alexander Sørloth', 'Yussuf Poulsen']"
2022,Bayer 04 Leverkusen,"['Lukas Hradecky', 'Patrick Pentz', 'Andrey Lunev', 'Niklas Lomb', 'Maximilian Neutgens', 'Piero Hincapié', 'Edmond Tapsoba', 'Jonathan Tah', 'Odilon Kossounou', 'Madi Monamay', 'Daley Sinkgraven', 'Jeremie Frimpong', 'Timothy Fosu-Mensah', 'Noah Mbamba', 'Ayman Azhil', 'Joshua Eze', 'Leon Köhl', 'Exequiel Palacios', 'Robert Andrich', 'Kerem Demirbay', 'Nadiem Amiri', 'Charles Aránguiz', 'Zidan Sertdemir', 'Mitchel Bakker', 'Florian Wirtz', 'Ayman Aourir', 'Callum Hudson-Odoi', 'Paulinho', 'Moussa Diaby', 'Amine Adli', 'Karim Bellarabi', 'Patrik Schick', 'Adam Hlozek', 'Sardar Azmoun', 'Joel Pohjanpalo']"
2022,Eintracht Frankfurt,"['Kevin Trapp', 'Diant Ramaj', 'Jannik Horz', 'Jens Grahl', 'Simon Simoni', 'Evan Ndicka', 'Tuta', 'Hrvoje Smolcic', 'Almamy Touré', 'Jérôme Onguéné', 'Makoto Hasebe', 'Dario Gebuhr', 'Luca Pellegrini', 'Philipp Max', 'Christopher Lenz', 'Jan Schröder', 'Aurélio Buta', 'Timothy Chandler', 'Kristijan Jakic', 'Djibril Sow', 'Junior Dina Ebimbe', 'Sebastian Rode', 'Marcel Wenig', 'Mehdi Loune', 'Ansgar Knauff', 'Filip Kostić', 'Jesper Lindstrøm', 'Daichi Kamada', 'Mario Götze', 'Paxten Aaronson', 'Jens Petter Hauge', 'Faride Alidou', 'Randal Kolo Muani', 'Rafael Borré', 'Lucas Alario', 'Nacho']"
2022,Borussia Mönchengladbach,"['Jonas Omlin', 'Yann Sommer', 'Jan Olschowsky', 'Tobias Sippel', 'Moritz Nicolas', 'Florian Dimmer', 'Maximilian Brüll', 'Nico Elvedi', 'Jordan Beyer', 'Ko Itakura', 'Marvin Friedrich', 'Tony Jantschke', 'Mamadou Doucouré', 'Ramy Bensebaini', 'Luca Netz', 'Joe Scally', 'Stefan Lainer', 'Simon Walde', 'Julian Weigl', 'Christoph Kramer', 'Manu Koné', 'Florian Neuhaus', 'Oscar Fraulo', 'Rocco Reitz', 'Lars Stindl', 'Conor Noß', 'Torben Müsel', 'Hannes Wolf', 'Yvandro Borges Sanches', 'Jonas Hofmann', 'Nathan Ngoumou', 'Patrick Herrmann', 'Marcus Thuram', 'Alassane Plea', 'Semir Telalovic']"
2022,VfL Wolfsburg,"['Koen Casteels', 'Pavao Pervan', 'Philipp Schulze', 'Niklas Klinger', 'Micky van de Ven', 'Maxence Lacroix', 'Sebastiaan Bornauw', 'David Odogu', 'Paulo Otávio', 'Nicolas Cozza', 'Jérôme Roussillon', 'Ridle Baku', 'Kilian Fischer', 'Bartol Franjic', 'Josuha Guilavogui', 'Mattias Svanberg', 'Felix Nmecha', 'Maximilian Arnold', 'Aster Vranckx', 'Yannick Gerhardt', 'Kevin Paredes', 'Lukas Ambros', 'Jakub Kaminski', 'Josip Brekalo', 'Patrick Wimmer', 'Maximilian Philipp', 'Max Kruse', 'Jonas Wind', 'Lukas Nmecha', 'Omar Marmoush', 'Bartosz Bialek', 'Luca Waldschmidt', 'Dzenan Pejcinovic']"
2022,SC Freiburg,"['Mark Flekken', 'Noah Atubolu', 'Benjamin Uphoff', 'Philipp Lienhart', 'Matthias Ginter', 'Keven Schlotterbeck', 'Kenneth Schmidt', 'Manuel Gulde', 'Christian Günter', 'Kimberly Ezekwem', 'Kiliann Sildillia', 'Hugo Siquet', 'Lukas Kübler', 'Jonathan Schmid', 'Yannik Keitel', 'Nicolas Höfler', 'Maximilian Eggestein', 'Merlin Röhl', 'Robert Wagner', 'Daniel-Kofi Kyereh', 'Woo-yeong Jeong', 'Vincenzo Grifo', 'Noah Weißhaupt', 'Kevin Schade', 'Ritsu Doan', 'Roland Sallai', 'Michael Gregoritsch', 'Lucas Höler', 'Nils Petersen']"
2022,TSG 1899 Hoffenheim,"['Oliver Baumann', 'Philipp Pentke', 'Luca Philipp', 'Nahuel Noll', 'Ozan Kabak', 'Stanley Nsoki', 'Kevin Akpoguma', 'Kevin Vogt', 'Eduardo Quaresma', 'John Anthony Brooks', 'Ermin Bicakcic', 'Joshua Quarshie', 'Benjamin Hübner', 'Angeliño', 'Stefan Posch', 'Pavel Kaderabek', 'Justin Che', 'Diadié Samassékou', 'Angelo Stiller', 'Sebastian Rudy', 'Melayro Bogarde', 'Dennis Geiger', 'Grischa Prömel', 'Finn Ole Becker', 'Thomas Delaney', 'Umut Tohumcu', 'Christoph Baumgartner', 'Tom Bischof', 'Muhammed Damar', 'Jacob Bruun Larsen', 'Robert Skov', 'Georginio Rutter', 'Andrej Kramaric', 'Ihlas Bebou', 'Kasper Dolberg', 'Munas Dabbur', 'Fisnik Asllani']"
2022,1.FC Union Berlin,"['Frederik Rönnow', 'Lennart Grill', 'Jakob Busk', 'Yannic Stein', 'Danilho Doekhi', 'Diogo Leite', 'Paul Jaeckel', 'Robin Knoche', 'Timo Baumgartl', 'Dominique Heintz', 'Jérôme Roussillon', 'Tymoteusz Puchacz', 'Niko Gießelmann', 'Julian Ryerson', 'Josip Juranovic', 'Christopher Trimmel', 'Rani Khedira', 'Aljoscha Kemlein', 'Janik Haberer', 'Aïssa Laïdouni', 'Morten Thorsby', 'András Schäfer', 'Paul Seguin', 'Kevin Möhwald', 'Tim Maciejewski', 'Miloš Pantović', 'Genki Haraguchi', 'Levin Öztunali', 'Jamie Leweling', 'Tim Skarke', 'Sheraldo Becker', 'Jordan', 'Kevin Behrens', 'Sven Michel', 'Andreas Voglsammer', 'Malick Sanogo']"
2022,VfB Stuttgart,"['Florian Müller', 'Fabian Bredlow', 'Dennis Seimen', 'Florian Schock', 'Nicolas Glaus', 'Konstantinos Mavropanos', 'Hiroki Ito', 'Waldemar Anton', 'Dan-Axel Zagadou', 'Clinton Mola', 'Antonis Aidonis', 'Leon Reichardt', 'Borna Sosa', 'Josha Vagnoman', 'Pascal Stenzel', 'Mattis Hoppe', 'Wataru Endo', 'Atakan Karazor', 'Luca Bazzoli', 'Naouirou Ahamada', 'Enzo Millot', 'Nikolas Nartey', 'Gil Dias', 'Lilian Egloff', 'Mateo Klimowicz', 'Genki Haraguchi', 'Ömer Beyaz', 'Laurin Ulrich', 'Chris Führich', 'Darko Churlinov', 'Silas', 'Tanguy Coulibaly', 'Sasa Kalajdzic', 'Serhou Guirassy', 'Tiago Tomás', 'Juan-José Perea', 'Luca Pfeiffer', 'Thomas Kastanaras', 'Alou Kuol']"
2022,1.FSV Mainz 05,"['Robin Zentner', 'Finn Dahmen', 'Lasse Rieß', 'Andreas Hanche-Olsen', 'Edimilson Fernandes', 'Alexander Hack', 'Maxim Leitsch', 'Stefan Bell', 'Philipp Schulz', 'Lucas Laux', 'Anthony Caci', 'Aarón Martín', 'Anderson Lucoqui', 'Silvan Widmer', 'Danny da Costa', 'Dominik Kohr', 'Niklas Tauer', 'Anton Stach', 'Leandro Barreiro', 'Aymen Barkok', 'Merveille Papela', 'Eniss Shabani', 'Angelo Fulgini', 'Jae-sung Lee', 'Kaito Mizuta', 'Delano Burgzorg', 'Ben Bobzien', 'Brajan Gruda', 'Jonathan Burkardt', 'Ludovic Ajorque', 'Marcus Ingvartsen', 'Nelson Weiper', 'Karim Onisiwo', 'Marlon Mustapha']"
2022,FC Augsburg,"['Tomas Koubek', 'Rafal Gikiewicz', 'Daniel Klein', 'Benjamin Leneis', 'Felix Uduokhai', 'Reece Oxford', 'Maximilian Bauer', 'Jeffrey Gouweleeuw', 'Frederik Winther', 'Daniel Katic', 'Iago', 'Mads Pedersen', 'David Colina', 'Aaron Zehnter', 'Robert Gumny', 'Raphael Framberger', 'Niklas Dorsch', 'Carlos Gruezo', 'Renato Veiga', 'Tobias Strobl', 'Julian Baumgartlinger', 'Arne Engels', 'Arne Maier', 'Elvis Rexhbecaj', 'Felix Götze', 'Fredrik Jensen', 'Lukas Petkov', 'Josué Mbila', 'Mert Kömür', 'Nathanaël Mbuku', 'Rubén Vargas', 'André Hahn', 'Noah Joel Sarenren Bazee', 'Daniel Caligiuri', 'Ermedin Demirovic', 'Mergim Berisha', 'Ricardo Pepi', 'Dion Beljo', 'Kelvin Yeboah', 'Irvin Cardona', 'Maurice Malone', 'Florian Niederlechner']"
2022,1.FC Köln,"['Marvin Schwäbe', 'Jonas Urbig', 'Timo Horn', 'Julian Roloff', 'Matthias Köbbing', 'Timo Hübers', 'Jeff Chabot', 'Luca Kilian', 'Nikola Soldo', 'Elias Bakatukanda', 'Rijad Smajic', 'Jonas Hector', 'Kristian Pedersen', 'Benno Schmitz', 'Kingsley Ehizibue', 'Kingsley Schindler', 'Georg Strauch', 'Ellyes Skhiri', 'Dejan Ljubicic', 'Eric Martel', 'Denis Huseinbasic', 'Mathias Olesen', 'Ondrej Duda', 'Joshua Schwirten', 'Florian Kainz', 'Jan Thielmann', 'Linton Maina', 'Dimitrios Limnios', 'Justin Diehl', 'Steffen Tigges', 'Davie Selke', 'Mark Uth', 'Tim Lemperle', 'Sargis Adamyan', 'Florian Dietz', 'Anthony Modeste', 'Sebastian Andersson', 'Damion Downs', 'Maximilian Schmid']"
2022,Hertha BSC,"['Oliver Christensen', 'Tjark Ernst', 'Rune Jarstein', 'Robert Kwasigroch', 'Marc Oliver Kempf', 'Márton Dárdai', 'Linus Gechter', 'Filip Uremovic', 'Agustín Rogel', 'Dedryck Boyata', 'Pascal Klemens', 'Joel da Silva Kiala', 'Maximilian Mittelstädt', 'Marvin Plattenhardt', 'Lukas Ullrich', 'Jonjoe Kenny', 'Deyovaisio Zeefuik', 'Peter Pekarik', 'Julian Eitschberger', 'Lucas Tousart', 'Ivan Sunjic', 'Tolga Cigerci', 'Veit Stange', 'Suat Serdar', 'Vladimir Darida', 'Jean-Paul Boëtius', 'Kevin-Prince Boateng', 'Chidera Ejuke', 'Myziane Maolida', 'Dodi Lukébakio', 'Marco Richter', 'Kelian Nsona', 'Krzysztof Piatek', 'Jessic Ngankam', 'Wilfried Kanga', 'Davie Selke', 'Stevan Jovetic', 'Florian Niederlechner', 'Derry Scherhant', 'Ibrahim Maza', 'Tony Rölke']"
2022,SV Werder Bremen,"['Jiri Pavlenka', 'Michael Zetterer', 'Mio Backhaus', 'Dudu', 'Louis Lord', 'Marco Friedl', 'Amos Pieper', 'Niklas Stark', 'Milos Veljkovic', 'Fabio Chiarodia', 'Tim-Justin Dietrich', 'Lee Buchanan', 'Anthony Jung', 'Mitchell Weiser', 'Felix Agu', 'Ilia Gruev', 'Nicolai Rapp', 'Christian Groß', 'Tom Berger', 'Dikeni Salifou', 'Jens Stage', 'Jean Manuel Mbom', 'Leon Opitz', 'Romano Schmid', 'Leonardo Bittencourt', 'Niklas Schmidt', 'Eren Dinkci', 'Benjamin Goller', 'Maximilian Philipp', 'Niclas Füllkrug', 'Marvin Ducksch', 'Oliver Burke', 'Nick Woltemade']"
2022,FC Schalke 04,"['Alexander Schwolow', 'Ralf Fährmann', 'Justin Heekeren', 'Michael Langer', 'Malick Thiaw', 'Moritz Jenz', 'Sepp van den Berg', 'Leo Greiml', 'Henning Matriciani', 'Maya Yoshida', 'Marcin Kaminski', 'Timothée Kolodziejczak', 'Ibrahima Cissé', 'Julius Schell', 'Thomas Ouwejan', 'Jere Uronen', 'Kerim Calhanoglu', 'Joey Müller', 'Cédric Brunner', 'Mehmet Aydin', 'Alex Kral', 'Éder Balanta', 'Florian Flick', 'Niklas Tauer', 'Tom Krauß', 'Rodrigo Zalazar', 'Danny Latza', 'Nassim Boujellab', 'Florent Mollet', 'Dominick Drexler', 'Blendi Idrizi', 'Marius Bülter', 'Tobias Mohr', 'Andreas Ivan', 'Kenan Karaman', 'Tim Skarke', 'Soichiro Kozuki', 'Sidi Sané', 'Jordan Larsson', 'Michael Frey', 'Simon Terodde', 'Sebastian Polter', 'Keke Topp']"
2022,VfL Bochum,"['Manuel Riemann', 'Marko Johansson', 'Michael Esser', 'Paul Grave', 'Erhan Masovic', 'Ivan Ordets', 'Keven Schlotterbeck', 'Dominique Heintz', 'Tim Oermann', 'Vasilios Lampropoulos', 'Mohammed Tolba', 'Danilo Soares', 'Jannes Horn', 'Konstantinos Stafylidis', 'Jordi Osei-Tutu', 'Saidy Janko', 'Cristian Gamboa', 'Jacek Goralski', 'Anthony Losilla', 'Patrick Osterhage', 'Pierre Kunde', 'Kevin Stöger', 'Philipp Förster', 'Gerrit Holtmann', 'Christopher Antwi-Adjei', 'Takuma Asano', 'Tarsis Bonga', 'Philipp Hofmann', 'Simon Zoller', 'Lys Mousset', 'Moritz Broschinski', 'Silvere Ganvoula']"
