Season,Team,Player Names
2004,FC Girondins Bordeaux,"['Ulrich Ramé', 'Frédéric Roux', 'Mathieu Valverde', 'Marc Planus', 'Michalis Kapsis', 'Kodjo Afanou', 'Gérald Cid', 'Mamadou Baldé', 'Bruno Basto', 'Cyril Rool', 'Franck Jurietti', 'Florian Marange', 'Julien Faubert', 'David Jemmali', 'Rio Mavuba', 'Renaud Cohade', 'Albert Riera', 'Camel Meriem', 'Juan Pablo Francia', 'Thiago Ribeiro', 'Hervé Bugnet', 'Marouane Chamakh', 'Jean-Claude Darcheville', 'Lilian Laslandes', 'Kalu Uche', 'Sylvain Franco']"
2004,RC Lens,"['Charles Itandje', 'Sébastien Chabbert', 'Niki Mäenpää', 'Hilton', 'Jacek Bak', 'Nicolas Gillet', 'Adama Coulibaly', 'Yoann Lachor', 'Stéphane Besle', 'Benoît Assou-Ekotto', 'Lesly Malouda', 'Éric Cubilier', 'Patrick Barul', 'Daouda Jabi', 'Jonathan Martins Pereira', 'Martin Ekani', 'Alou Diarra', 'Pape Sarr', 'Seydou Keita', 'Olivier Thomert', 'Jussiê', 'Jérôme Leroy', 'Éric Carrière', 'Mounir Diane', 'John Utaka', 'Daniel Cousin', 'Dagui Bakari', 'Mathieu Bucher']"
2004,FC Sochaux-Montbéliard,"['Teddy Richert', 'Gérard Gnanhouan', 'Alexandre Martinovic', 'Aimé Lavie', 'Sylvain Monsoreau', 'Souleymane Diawara', 'Ibrahim Tall', 'Maxence Flachez', 'Maxime Josse', 'Jérémy Mathieu', 'Lionel Potillon', 'Grégory Paisley', 'Ahmed Samir Farag', 'Cédric Rey', 'Omar Daf', 'Romain Pitau', 'Fabien Boudarène', ""Guirane N'Daw"", 'Johann Lonfat', 'Jaouad Zairi', 'Mickaël Isabey', 'Sigamary Diarra', 'Wilson Oruma', 'Marcelo Luis Trapasso', 'Santos', 'Ilan', 'Jérémy Ménez', 'Mohamed Kader', 'Basile de Carvalho', 'Thomas Régnier']"
2004,AJ Auxerre,"['Fabien Cool', 'Sébastien Hamel', 'Baptiste Chabert', 'Benoît Tardieu', 'Rene Bolf', 'Stéphane Grichting', 'Jean-Pascal Mignot', 'Younès Kaboul', 'Michaël Ciani', 'David Recorbet', 'Mamoutou Coulibaly', 'Damien Dufour', 'Aurélien Chedjou', 'Guillaume Lecacheur', 'Baptiste Martin', 'Jean-Sébastien Jaurès', 'Pierre Vignaud', 'Bacary Sagna', 'Johan Radet', 'Richard Suriano', 'Teemu Tainio', 'Benoît Cheyrou', 'Lionel Mathis', 'Philippe Violeau', 'Hassan Yebda', 'Abou Diaby', 'Kevin Lejeune', 'Yann Lachuer', 'David Vandenbossche', 'Irélé Apo', 'Ludovic Genest', 'Kanga Akalé', 'Pascal Vahirua', 'Bonaventure Kalou', 'Benjani', 'Luigi Pieroni', 'Arnaud Gonzalez']"
2004,FC Nantes,"['Mickaël Landreau', 'Perica Radic', 'Willy Grondin', 'Alexis Thébaux', 'Julio Cáceres', 'Loïc Guillon', 'Mauro Cetto', 'Pascal Delhommeau', 'Alexander Viveros', 'Stéphen Drouin', 'Denis Stinat', 'Nicolas Savinaud', 'David Leray', 'Jérémy Toulalan', 'Mathieu Berson', 'Gilles Yapi', 'Fodil Hadjadj', 'Loïc Pailleres', 'Bocundji Ca', 'Mickaël Tavares', 'William Vainqueur', 'Emerse Faé', 'Milos Dimitrijevic', 'Guillaume Norbert', 'Goran Rubil', 'Olivier Quint', 'Boubacar Baldé', 'Aurélien Capoue', ""Shiva N'Zigou"", 'Frédéric Da Rocha', 'Hassan Ahamada', 'Luigi Glombard', 'Mamadou Bagayoko', 'Mamadou Diallo', 'Grégory Pujol', 'Florin Bratu', 'Claudiu Keseru', 'Fouad Bouguerra']"
2004,AS Saint-Étienne,"['Jérémie Janot', 'Ronan Le Crom', 'Florent Guillaud', 'Vincent Hognon', 'Zoumana Camara', 'Alaeddine Yahia', 'Patrice Carteron', 'Stéphane Hernandez', 'Loïc Perrin', 'Hérita Ilunga', 'Abdelaziz Kamara', 'Javier Garrido', 'Fousseni Diawara', 'Mouhamadou Dabo', 'Didier Zokora', 'Julien Sablé', 'David Hellebuyck', 'Nicolas Marin', 'Serisay Barthélémy', 'Ousmane Sarr', 'Frédéric Mendy', 'Lamine Sakho', 'Pascal Feindouno', 'Mickaël Citony', 'Frédéric Piquionne', 'Anthony Le Tallec', 'Lilian Compan', 'Bafétimbi Gomis', 'Julien Perrin']"
2004,FC Toulouse,"['Christophe Revault', 'Nicolas Douchez', 'Benoît Benvegnu', 'Lucien Aubey', 'Dominique Arribagé', 'Daniel Congré', 'Issoumaila Dao', 'Mohamed Fofana', 'Henri Bedimo', 'Ludovic Clément', 'Stéphane Lièvre', 'Albin Ebondo', 'Predrag Ocokoljic', 'François Clerc', 'Julien Cardy', 'Nabil Taïder', 'Pantxi Sirieix', 'Nicolas Dieuze', 'Julien Sola', 'Anthony Braizat', 'Thibault Giresse', 'Stéphane Dalmat', 'Achille Emaná', 'Benjamin Psaume', 'Daniel Moreira', 'David Suarez', 'Eduardo', 'Jean-Louis Akpa Akpro', 'Xavier Pentecôte']"
2004,FC Metz,"['Grégory Wimbée', 'Kossi Agassa', 'Guillaume Cherreau', 'Mehdi Méniri', 'Stéphane Borbiconi', 'Jean-Philippe Caillet', 'Bruno Pompière', 'Ivan Gvozdenovic', 'Franck Signorino', 'Christophe Avezac', 'Hemza Mihoubi', 'Franck Béria', 'Samuel Allegro', 'Daniel Bocande', 'Grégory Leca', 'Grégory Proment', 'Dino Djiba', 'Benjamin Nicaise', 'Venn Touré', 'Julien Gorius', 'Mathieu Dinet', 'Sébastien Renouard', 'Ludovic Obraniak', 'Nicolas N´Dione', 'Franck Ribéry', 'Roy Contout', 'Hervé Tum', 'Ruslan Pimenov', 'Bartholomew Ogbeche', 'Babacar Guèye', 'Richard Socrier', ""Momar N'Diaye""]"
2004,RC Straßburg Alsace,"['Stéphane Cassard', 'Rémy Vercoutre', 'Richard Dutruel', 'Nicolas Bonis', 'Cédric Kanté', 'Christian Bassila', 'Karim Haggui', 'Jean-Christophe Devaux', 'Abdelilah Fahmi', 'Habib Bellaïd', 'Pape Sow', 'Arthur Boka', 'Jacques Momha', 'Yann Schneider', 'Guillaume Lacour', 'Yves Deroff', 'Hervé Batoménila', 'Sidi Keita', 'Alexander Farnerud', 'Pascal Johansen', 'Pascal Camadini', 'Ulrich Le Pen', 'David Ulm', 'Tommy de Jong', 'Salim Arrache', 'Yacine Abdessadki', 'Mickaël Pagis', 'Mamadou Niang', 'Éric Mouloungui', 'Katlego Mphela', 'Rudy Carlier', 'Omer Peretz']"
2004,OGC Nizza,"['Damien Grégorini', 'Hilaire Muñoz', 'Hugo Lloris', 'Bruno Valencony', 'Noé Pamarot', 'Cédric Varrault', 'Florian Jarjat', 'Sammy Traoré', 'Martin Djetou', 'Jacques Abardonado', 'Anthony Scaramozzino', 'José Cobos', 'François Grenet', 'Thibault Scotto', 'Romain Pitau', 'Olivier Echouafni', 'Roberto Bisconti', 'Serge Dié', 'Franco Dolci', 'Florent Balmont', 'Yoann Bigné', 'Jean-Paul Kalala', 'Sébastien Roudet', 'Ederson', 'Marama Vahirua', 'Edgaras Jankauskas', 'Victor Agali', 'Roland Linz', 'Christophe Meslin', 'Olivier Fauconnier', 'Kamel Larbi']"
2004,SC Bastia,"['Nicolas Penneteau', 'Daniel Yéboah', 'Jean-Louis Leca', 'Pascal Chimbonda', 'Anthar Yahia', 'Cédric Uras', 'Greg Vanney', 'Bjørn Tore Kvarme', 'David Sauget', 'Bernt Haas', 'Benjamin Longue', 'Gilles Cioni', 'Grégory Leca', 'Alex Song', 'Djibril Sidibé', 'Romain Rocchi', 'Sébastien Piocelle', 'Franck Matingou', 'Christian Karembeu', 'Paul Essola', 'Gary Coulibaly', 'Florent Ghisolfi', 'Fabrice Jau', 'Stéphane Ziani', ""Samir Bertin d'Avesnes"", 'Chaouki Ben Saada', 'Tony Vairelles', 'Youssouf Hadji', 'Frédéric Née', 'Abdelmalek Cherrad', 'Pierre-Yves André', 'Henoch Conombo']"
2004,AC Ajaccio,"['Stéphane Porato', 'Stéphane Trévisan', 'Florian Lucchini', 'Alexandre Negri', 'Mamadou Seck', 'Gaspar', 'David Terrier', 'Christophe Destruhaut', 'Nenad Dzodic', 'Franklin Anzité', 'Xavier Collin', 'Martial Robin', 'Abderaouf Zarabi', 'Yohan Demont', 'Fabien Laurenti', 'Ferrugem', 'Nicolas Bonnal', 'Yacine Bezzaz', 'Marcelinho Carioca', 'André Luiz', 'Renaud Connen', 'Mickaël Marquet', 'Laurent Merlin', 'Abdelnasser Ouadah', 'Djamel Abdoun', 'Lucas Pereira', 'Cyril Chapuis', 'Olivier Fauconnier', 'Tamandaré']"
2004,SM Caen,"['Steeve Elana', 'Vincent Planté', 'Benoît Costil', 'Ronald Zubar', 'Ibrahima Faye', 'Frédéric Danjou', 'Aziz Ben Askar', 'Jimmy Hébert', 'Gaël Suares', 'Alexandre Clément', 'Jérémy Sorbon', 'Reynald Lemaître', 'Cédric Hengbart', 'Steve Dugardein', 'Nicolas Seube', 'Matthias Jouan', 'Salah Bakour', 'Ljubisa Rankovic', 'Anthony Deroin', 'Igor Matic', 'Franck Berrier', 'Samy Mawéné', 'Elliot Grandin', 'Kor Sarr', 'Benoît Lesoimier', 'Yoan Gouffran', 'Gregory Dufer', 'Yohann Eudeline', 'Julien Valero', 'Sébastien Mazure', 'Mohamadou Idrissou', 'Cyrille Watier', 'Zoran Jovicic']"
2004,Istres Football Club,"['Rudy Riou', 'Laurent Weber', 'Noureddine Kacemi', 'Abdoulaye Faye', 'Brahim Thiam', 'Steven Pelé', 'Bruno Savry', 'Niša Saveljić', 'Patrick Leugueun', 'Christophe Dumolin', 'Sébastien Pérez', 'David Hamed', 'Amor Kehiha', 'Philippe Delaye', 'Laurent Mohellebi', 'Cédric Gimenez', 'Luka Zinko', 'Gérald Forschelet', 'Dejan Ilic', 'Adel Chedli', 'Franck Chaussidière', 'Laurent Courtois', 'Azzedine Ourahou', 'Anthony Sichi', 'Christophe Caldeirinha', 'Fiston Kuku', ""Moussa N'Diaye"", 'Ibrahima Bakayoko', 'Rafik Saïfi', 'Leandro Amaral', 'Víctor Montaño', 'Steeve Théophile', 'Florian Maurice']"
2005,Olympique Lyon,"['Grégory Coupet', 'Rémy Vercoutre', 'Rémy Riou', 'Joan Hartock', 'Cris', 'Cláudio Caçapa', 'Patrick Müller', 'Sylvain Monsoreau', 'Lamine Diatta', 'Éric Abidal', 'Jérémy Berthod', 'Anthony Réveillère', 'François Clerc', 'Mahamadou Diarra', 'Benoît Pedretti', 'Jérémy Clément', 'Romain Beynié', 'Tiago Mendes', 'Juninho Pernambucano', 'Hatem Ben Arfa', 'Florent Malouda', 'Sidney Govou', 'Sylvain Wiltord', 'Fred', 'John Carew', 'Nilmar', 'Pierre-Alain Frau', 'Karim Benzema']"
2005,AS Monaco,"['Flavio Roma', 'Guillaume Warmuz', 'André Biancarelli', 'Sébastien Squillaci', 'Gaël Givet', 'Julien Rodriguez', 'François Modesto', 'Arnaud Lescure', 'Massamba Sambou', 'Patrice Evra', 'Olivier Veigneau', 'Manuel dos Santos', 'Maicon', 'Éric Cubilier', 'Olivier Sorlin', 'Akis Zikos', 'Diego Pérez', 'Marko Muslin', 'Malaury Martin', 'Lucas Bernardi', 'Gerard López', 'Jaroslav Plasil', 'Nicolas Maurice-Belay', 'Camel Meriem', 'Olivier Kapo', 'Serge Gakpé', 'Souleymane Camara', 'Emmanuel Adebayor', 'Marco Di Vaio', 'Christian Vieri', 'Javier Chevantón', 'Toifilou Maoulida', 'David Gigliotti', 'Alexandre Licata', 'Frédéric Nimani']"
2005,Olympique Marseille,"['Fabien Barthez', 'Cédric Carrasso', 'Jérémy Gavanon', 'Yannick Quesnel', ""Raïs M'Bolhi"", 'Abdoulaye Méïté', 'Renato Civelli', 'Frédéric Déhu', 'Bostjan Cesar', 'André Luis', 'Khalifa Ba', 'Medhi Benatia', 'Alexis Pradie', 'Taye Taiwo', 'Jérôme Bonnissel', 'Fabrice Begeorgi', 'Alain Cantareil', 'Marek Amiri', ""Mame N'Diaye"", 'Habib Bèye', 'Demetrius Ferreira', 'Garry Bocaly', 'Lorik Cana', 'Koji Nakata', ""Sylvain N'Diaye"", 'Delfim', 'Vincent Gastine', 'Moustapha Papa Diop', 'Laurent Batlles', 'Sabri Lamouchi', 'Thomas Deruda', 'Ahmed Yahiaoui', 'Anthony Flachi', 'Salomon Olembé', 'Wilson Oruma', 'Samir Nasri', 'Mohamed Dennoun', 'Franck Ribéry', 'Mickaël Pagis', 'Habib Bamogo', 'Rahmane Barry', 'Péguy Luyindula', 'Mamadou Niang', 'Toifilou Maoulida', 'Koke', 'Andrés Mendoza', 'Christian Giménez', 'Djime Ngom']"
2005,FC Paris Saint-Germain,"['Lionel Létizi', 'Jérôme Alonzo', 'Mohamed Benhamou', 'Nicolas Cousin', 'Mario Yepes', 'David Rozehnal', 'Jean-Michel Badiane', 'Ahmed Kantari', 'Sylvain Armand', 'Jean-Hugues Ateba', 'Boukary Dramé', 'Bernard Mendy', 'Stéphane Pichot', ""Modeste M'Bami"", 'Lorik Cana', 'Édouard Cissé', 'Hocine Ragued', 'Clément Chantôme', 'Christophe Landrin', 'Vikash Dhorasoo', 'Sergey Semak', 'Paulo César', 'Jérôme Rothen', 'Cristian Rodríguez', 'Rudy Haddad', 'Bonaventure Kalou', 'Fabrice Pancrate', 'Franck Dja Djédjé', 'Samuel Piètre', 'Pauleta', 'Carlos Bueno']"
2005,FC Stade Rennes,"['Andreas Isaksson', 'Simon Pouplin', ""Cheick N'Diaye"", 'Gregory Douard', 'Adailton', 'John Mensah', 'Abdeslam Ouaddou', 'Jacques Faty', 'Grégory Bourillon', 'Alain Rochat', 'Amadou Coulibaly', 'Olivier N’Siabamfumu', 'Erik Edman', 'Jure Primorac', 'Laszlo Sepsi', 'Jean-Joël Perrier-Doumbé', 'Guillaume Borne', 'Olivier Sorlin', 'Stéphane Mbia', 'Cyril Jeunechamp', 'Arnold Mvuemba', 'Jonathan Bru', 'Pape Diop', 'Kim Källström', 'Étienne Didot', 'Yoann Gourcuff', 'John Utaka', 'Olivier Monterrubio', 'Cédric Barbosa', ""Stéphane N'Guéma"", 'Alex Frei', 'Youssouf Hadji', 'Jimmy Briand', 'Moussa Sow']"
2005,LOSC Lille,"['Tony Sylva', 'Grégory Malicki', 'Laurent Pichon', 'Yohann Lacroix', 'Rafael', 'Stathis Tavlaridis', 'Nicolas Plestan', 'Milivoje Vitakic', 'Peter Franquart', 'Dante', 'Grégory Tafforeau', 'Stephan Lichtsteiner', 'Mathieu Debuchy', 'Matthieu Chalmé', 'Mathieu Bodmer', 'Jean Makoun', 'Stéphane Dumont', 'Flavien Le Postollec', 'Yohan Cabaye', 'Milenko Acimovic', 'Mathieu Robail', 'Kévin Barralon', 'Daniel Gygax', 'Kevin Mirallas', 'Samuel Robail', 'Geoffrey Dernis', 'Hicham Aboucherouane', 'Peter Odemwingie', 'Abdul Kader Keita', 'Larsen Touré', 'Matt Moussilou', 'Nicolas Fauvergue', 'Chris Makiese']"
2005,FC Girondins Bordeaux,"['Ulrich Ramé', 'Frédéric Roux', 'Mathieu Valverde', 'Marc Planus', 'Beto', 'Henrique', 'Kodjo Afanou', 'Romain Brégerie', 'Paul Baysse', 'Franck Jurietti', 'Florian Marange', 'Julien Faubert', 'David Jemmali', 'Ted Lavie', 'Rio Mavuba', 'Fernando', 'Pierre Ducasse', 'Bruno Cheyrou', 'Alejandro Alonso', 'Vladimir Smicer', 'Juan Pablo Francia', 'Denílson', 'Floyd Ayité', 'Marouane Chamakh', 'Jean-Claude Darcheville', 'Lilian Laslandes', 'Edixon Perea', 'Laurent Leroy', 'Madimoussa Traoré']"
2005,RC Lens,"['Charles Itandje', 'Sébastien Chabbert', 'Arnaud Brocard', 'Hilton', 'Adama Coulibaly', 'Jacek Bak', 'Nicolas Gillet', 'Yoann Lachor', 'Guillermo Rodríguez', 'Kamil Zayatte', 'Benoît Assou-Ekotto', 'Yohan Demont', 'Patrick Barul', 'Jonathan Martins Pereira', 'Alou Diarra', 'Seydou Keita', 'Jonathan Lacourt', 'Olivier Thomert', 'Jussiê', 'Jérôme Leroy', 'Éric Carrière', 'Simon Feindouno', 'Seïd Khiter', 'Jimmy Kébé', 'Aruna Dindane', 'Daniel Cousin', 'Pierre-Alain Frau', 'Issam Jemâa', 'Dagui Bakari']"
2005,AJ Auxerre,"['Fabien Cool', 'Sébastien Hamel', 'Baptiste Chabert', 'Benoît Tardieu', 'Jean-Pascal Mignot', 'Stéphane Grichting', 'Rene Bolf', 'Oumar Kalabane', 'Baptiste Martin', 'Younès Kaboul', 'Mamoutou Coulibaly', 'Aurélien Chedjou', 'Guillaume Lecacheur', 'Jean-Sébastien Jaurès', 'Pierre Vignaud', 'Bacary Sagna', 'Johan Radet', 'Richard Suriano', 'Benoît Cheyrou', 'Mathieu Berson', 'Lionel Mathis', 'Philippe Violeau', 'Thomas Kahlenberg', 'Abou Diaby', 'Krisztián Vadócz', 'Kevin Lejeune', 'Yann Lachuer', 'Ludovic Genest', 'Irélé Apo', 'Kanga Akalé', 'Péguy Luyindula', 'Luigi Pieroni', 'Benjani', 'Romain Poyet', 'Garra Dembélé']"
2005,AS Saint-Étienne,"['Jérémie Janot', 'Jody Viviani', 'Jessy Moulin', 'Alan Mermillod', 'Vincent Hognon', 'Zoumana Camara', 'Loïc Perrin', 'Alaeddine Yahia', 'Damien Perquis', 'Hérita Ilunga', 'Bruno Basto', 'Siaka Tiéné', 'Abdelaziz Kamara', 'Fousseni Diawara', 'Mouhamadou Dabo', 'Didier Zokora', 'Julien Sablé', 'David Hellebuyck', 'Ousmane Sarr', 'Samy Houri', 'Idriss Ech-Chergui', 'Frédéric Mendy', 'Ignacio Piatti', 'Lamine Sakho', 'Pascal Feindouno', 'Frédéric Piquionne', 'Hélder Postiga', 'Sébastien Mazure', 'Bafétimbi Gomis']"
2005,FC Nantes,"['Mickaël Landreau', 'Tony Heurtebis', 'Perica Radic', 'Mauro Cetto', 'Pascal Delhommeau', 'Loïc Guillon', 'Jean-Jacques Pierre', 'Karim El Mourabet', 'Steven Thicot', 'Franck Signorino', 'Stéphen Drouin', 'Nicolas Savinaud', 'David Leray', 'Jérémy Toulalan', 'Gilles Yapi', 'Bocundji Ca', 'Kévin Das Neves', 'William Vainqueur', 'Emerse Faé', 'Milos Dimitrijevic', 'Guillaume Norbert', 'Olivier Quint', 'Dimitri Payet', 'Aurélien Capoue', 'Imed Mhadhebi', 'Frédéric Da Rocha', 'Luigi Glombard', 'Dennis Oliech', 'Habib Bamogo', 'Mamadou Diallo', 'Grégory Pujol', 'Julio Hernán Rossi', 'Claudiu Keseru', 'Fouad Bouguerra']"
2005,FC Sochaux-Montbéliard,"['Teddy Richert', 'Alexandre Martinovic', 'Jérémy Deichelbohrer', 'Souleymane Diawara', 'Rabiu Afolabi', 'Miranda', 'Arnaud Bühler', 'Dusko Tosic', 'Maxime Josse', 'Pape Sow', 'Lionel Potillon', 'Cédric Rey', 'Ahmed Samir Farag', 'Omar Daf', 'Jean Calvé', 'Romain Pitau', ""Guirane N'Daw"", 'Fabien Boudarène', 'Johann Lonfat', 'Badara Sène', 'Benjamin Genghini', 'Won-kwang Jo', 'Jaouad Zairi', 'Mickaël Isabey', 'Philippe Brunel', 'Mourad Meghni', 'Valéry Mézague', 'Marcelo Luis Trapasso', 'Ilan', 'Jérémy Ménez', 'Moumouni Dagano', 'Mohamed Kader', 'Weldon', 'Mevlüt Erdinc', 'Julien Quercia']"
2005,FC Toulouse,"['Christophe Revault', 'Nicolas Douchez', 'Benoît Benvegnu', 'Lucien Aubey', 'Daniel Congré', 'Dominique Arribagé', 'Mohamed Fofana', 'Issoumaila Dao', 'Jérémy Mathieu', 'Henri Bedimo', 'Stéphane Lièvre', 'Walid Cherfa', 'Albin Ebondo', 'Julien Cardy', 'Laurent Batlles', 'Nicolas Dieuze', 'Pantxi Sirieix', 'Nabil Taïder', 'Kévin Constant', 'Alexandre Bonnet', 'Thibault Giresse', 'Achille Emaná', 'Bryan Bergougnoux', 'Fodé Mansaré', 'Yacine Abdessadki', 'Benjamin Psaume', 'Daniel Moreira', 'Santos', 'Jean-Louis Akpa Akpro', 'Xavier Pentecôte']"
2005,RC Straßburg Alsace,"['Stéphane Cassard', 'Nicolas Puydebois', 'Régis Gurtner', 'Karim Haggui', 'Cédric Kanté', 'Christian Bassila', 'Jean-Christophe Devaux', 'Habib Bellaïd', 'Steve Celestini', 'Arthur Boka', 'Yann Schneider', 'Jean-Christophe Vergerolle', 'Guillaume Lacour', 'Yves Deroff', 'Sidi Keita', 'Edgar Loué', 'Ricardo Faty', 'Alexander Farnerud', 'Pontus Farnerud', 'Pascal Johansen', 'Hosny Abd Rabo', 'Gaetan Krebs', 'Ulrich Le Pen', 'Ahmed Abou-Mosalem', 'Tommy de Jong', 'Romain Gasmi', 'Salim Arrache', 'Amara Diané', 'Yacine Abdessadki', 'Mickaël Pagis', 'Szilard Nemeth', 'Éric Mouloungui', 'Haykel Gmamdia', 'Rudy Carlier', 'Kévin Gameiro']"
2005,OGC Nizza,"['Damien Grégorini', 'Hugo Lloris', 'Jérémie Moreau', 'Sammy Traoré', 'Cédric Varrault', 'Anthar Yahia', 'Jacques Abardonado', 'Florian Jarjat', 'Drissa Diakité', 'Cyril Rool', 'Bill Tchato', 'Rod Fanni', 'François Grenet', 'Olivier Echouafni', 'Roberto Bisconti', 'Franco Dolci', 'Florent Balmont', 'Yoann Bigné', 'Sébastien Roudet', 'Ederson', 'Fabien Lamatina', 'Mickaël Buscher', 'Bakari Koné', 'Souleymane Camara', 'Marama Vahirua', 'David Bellion', 'Mamadou Bagayoko', 'Olivier Fauconnier', 'Kamel Larbi']"
2005,FC Le Mans,"['Yohann Pelé', 'Rodolphe Roche', 'Thibault Ferrand', 'Marko Basa', 'Yoann Poulard', 'Yannick Fischer', 'Grégory Cerdan', 'Clément Pinault', 'Jérémy Choplin', 'Olivier Thomas', 'Laurent Bonnart', 'Arnaud Lisembart', 'Romaric', 'Jacques-Désiré Périatambée', 'Sébastien Gormond', 'Bertrand Ndzomo', 'Frédéric Thomas', 'Yohan Hautcoeur', 'Guillaume Loriot', 'Luigi Lavecchia', 'Daisuke Matsui', 'Davide Chiumiento', 'Martin Douillard', 'James Fanchone', 'Chiguy Lucau', 'Túlio de Melo', 'Ismaël Bangoura', 'Grafite', 'Cédric Fauré', 'Edo']"
2005,FC Metz,"['Grégory Wimbée', 'Kossi Agassa', 'Christophe Marichez', 'Vincent Degrè', 'Joslain Mayebi', 'Joris Delle', 'Stéphane Borbiconi', 'Sylvain Marchal', 'Mehdi Méniri', 'Sébastien Bassong', 'Bruno Pompière', 'Baptiste Schmisser', 'Grégory Paisley', 'Hemza Mihoubi', 'Gaëtan Bong', 'Flavien Belson', 'Jin-ouk Kang', 'Franck Béria', 'Samuel Allegro', 'Jamal Alioui', 'Cheriffe Maman-Touré', 'Grégory Proment', 'Grégory Leca', 'Carl Medjani', 'Dino Djiba', 'Stéphane Morisot', 'Mamadou Diakité', 'Laurent Agouazi', 'Sébastien Renouard', 'Szabolcs Huszti', 'Ludovic Obraniak', 'Abdelnasser Ouadah', 'Roy Contout', 'Nicolas Farina', 'Jung-hwan Ahn', 'Marcin Zewlakow', 'Souleymane Youla', 'Hervé Tum', 'Babacar Guèye', 'Ruslan Pimenov', ""Momar N'Diaye"", 'Papiss Cissé']"
2005,AS Nancy-Lorraine,"['Gennaro Bracigliano', 'Olivier Sorin', 'Johan Lapeyre', 'Benjamin Brat', 'Sébastien Puygrenier', 'Pape Diakhaté', 'André Luiz', 'Cédric Lecluse', 'Manuel da Costa', 'Jérémy Sapina', 'Frédéric Biancalani', 'Jonathan Brison', 'Michaël Chrétien Basser', 'Adailton', ""Patrick N'Tolla"", 'Stéphane Marseille', 'Romain Wingerter', 'Emmanuel Duchemin', 'Pascal Berenguer', ""Landry N'Guémo"", 'Abdoulaye Keita', 'Benjamin Gavanon', 'Monsef Zerka', 'Adrián Sarkisian', 'Romain Chouleur', 'Elie Kroupi', 'Gastón Curbelo', 'Kim', 'Gergely Rudolf', 'Basile Camerling', 'Dagui Bakari']"
2005,ESTAC Troyes,"['Ronan Le Crom', 'Quentin Westberg', 'Romuald Peiser', 'Blaise Kouassi', 'Florian Boucansaud', 'Carl Tourenne', 'Alexandre Dujeux', 'Ibrahima Faye', 'Auriol Guillaume', 'Gaël Sanz', 'Sylvain Meslien', 'Grégory Paisley', 'Stéphen Drouin', 'Jean-Louis Montero', 'Nabil Berkak', 'Éloge Enza-Yamissi', 'Frédéric Adam', 'Cédric Faivre', ""Alassane N'Dour"", 'Blaise Matuidi', 'Branko Boskovic', 'Gharib Amzine', 'Benjamin Nivet', 'Nicolas Florentin', 'Gaël Danic', 'Sébastien Dallet', 'Ibrahima Bangoura', 'Ali Zitouni', 'Sébastien Grax', 'Zied Jaziri', 'Georges Ba', 'Christian Nadé', 'Frank Boudard']"
2005,AC Ajaccio,"['Stéphane Porato', 'Stéphane Trévisan', 'Florian Lucchini', 'Antônio Carlos', 'Frédéric Danjou', 'Nenad Dzodic', 'Franklin Anzité', 'Giany Joinville', 'Xavier Collin', 'Martial Robin', 'Anthony Baron', 'Jean-Toussaint Moretti', 'Fabien Laurenti', 'Daouda Jabi', 'Richard Suriano', 'Ferrugem', 'Romain Rocchi', 'Jean-Baptiste Pierazzi', 'Christophe Bastien', 'André Luiz', 'Kamel Chafni', 'Stéphane Ziani', 'Laurent Merlin', 'Xavier Bécas', ""Moussa N'Diaye"", 'Djamel Abdoun', 'Lucas Pereira', 'Rafik Saïfi', 'Kaba Diawara', 'Jean-Jacques Mandrichi', 'Matthieu Scarpelli', 'Tamandaré', 'Dimitri Lesueur']"
2006,Olympique Lyon,"['Grégory Coupet', 'Rémy Vercoutre', 'Rémy Riou', 'Joan Hartock', 'Alexandre Bouchard', 'Cris', 'Sébastien Squillaci', 'Patrick Müller', 'Cláudio Caçapa', 'Lamine Diatta', 'Éric Abidal', 'Jérémy Berthod', 'Anthony Réveillère', 'François Clerc', 'Mourad Benhamida', 'Mahamadou Diarra', 'Jérémy Toulalan', 'Alou Diarra', 'Benoît Pedretti', 'Fábio Santos', 'Romain Beynié', 'Tiago Mendes', 'Kim Källström', 'Juninho Pernambucano', 'Hatem Ben Arfa', 'Florent Malouda', 'Sylvain Idangar', 'Sidney Govou', 'Sylvain Wiltord', 'Fred', 'John Carew', 'Milan Baros', 'Karim Benzema', 'Loïc Rémy', 'Grégory Bettiol']"
2006,Olympique Marseille,"['Cédric Carrasso', 'Sébastien Hamel', 'Mehdi Sennaoui', 'Sébastien Maté', 'Ronald Zubar', 'Julien Rodriguez', 'Renato Civelli', 'Bostjan Cesar', 'Khalifa Ba', 'Taye Taiwo', 'Alain Cantareil', 'Fabrice Begeorgi', ""Mame N'Diaye"", 'Habib Bèye', 'Garry Bocaly', 'Hassoun Camara', 'Lorik Cana', ""Modeste M'Bami"", 'Rémi Sergio', 'Sabri Lamouchi', 'Thomas Deruda', 'Salomon Olembé', 'Samir Nasri', 'Wilson Oruma', 'Mathieu Valbuena', 'Mohamed Dennoun', 'Franck Ribéry', 'Salim Arrache', 'Habib Bamogo', 'Mickaël Pagis', 'Djibril Cissé', 'Mamadou Niang', 'Toifilou Maoulida']"
