Season,Team,Player Names
2005,Arminia Bielefeld,"['Mathias Hain', 'Dennis Eilhoff', 'Pascal Formann', 'Heiko Westermann', 'Márcio Borges', 'Petr Gabriel', 'Radim Kucera', 'Markus Schuler', 'Tobias Rau', 'Bernd Korzynietz', 'Christian Schwegler', 'Rüdiger Kauf', 'Michael Fink', 'Vanco Trajanov', 'Heiner Backhaus', 'Oliver Zech', 'Detlev Dammeier', 'David Kobylik', 'Massimilian Porcello', 'Tim Danneberg', 'Kamil Vacek', 'Roberto Pinto', 'Ioannis Masmanidis', 'Nebojsa Krupnikovic', 'Fatmir Vata', 'Diego León', 'Christian Wieczorek', 'Julian Loose', 'Isaac Boakye', 'Sibusiso Zuma', 'Marco Küntzel', 'Artur Wichniarek', 'Radomir Djalovic']"
2005,MSV Duisburg,"['Georg Koch', 'Sven Beuckert', 'André Poggenborg', 'Thomas Baelum', 'Uwe Möhrle', 'Marino Biliskov', 'Marco Caligiuri', 'Necat Aygün', 'Oliver Rademacher', 'Alexander Bugera', 'Alexander Meyer', 'Tobias Willi', 'Razundara Tjikuzu', 'Carsten Wolters', 'Mihai Tararache', 'Ivica Grlic', 'Andreas Voss', 'Adam Bodzek', 'Markus Hausweiler', 'Markus Anfang', 'Mike Rietpietsch', 'Nasir El Kasmi', 'Dirk Lottner', 'Niklas Stegmann', 'Kai Michalke', 'Jung-hwan Ahn', 'Klemen Lavric', 'Abdelaziz Ahanfouf', 'Markus Kurth', 'Peter Van Houdt', 'Josef Ivanovic']"
2006,FC Bayern München,"['Oliver Kahn', 'Michael Rensing', 'Thomas Kraft', 'Bernd Dreher', 'Lúcio', 'Daniel Van Buyten', 'Valérien Ismaël', 'Martín Demichelis', 'Mats Hummels', 'Christian Saba', 'Willy Sagnol', 'Philipp Lahm', 'Andreas Görlitz', 'Christian Lell', 'Owen Hargreaves', 'Mark van Bommel', 'Andreas Ottl', 'Stephan Fürstner', 'Bastian Schweinsteiger', 'Julio dos Santos', 'Hasan Salihamidzic', 'Sebastian Deisler', 'Ali Karimi', 'Mehmet Scholl', 'Lukas Podolski', 'Roy Makaay', 'Claudio Pizarro', 'Roque Santa Cruz', 'Stefan Maierhofer', 'Louis Ngwat-Mahop']"
2006,SV Werder Bremen,"['Tim Wiese', 'Kasper Jensen', 'Christian Vander', 'Andreas Reinke', 'Per Mertesacker', 'Naldo', 'Christian Schulz', 'Petri Pasanen', 'Frank Fahrenhorst', 'Florian Mohr', 'Pierre Womé', 'Clemens Fritz', 'Patrick Owomoyela', 'Jérôme Polenz', 'Sebastian Schachten', 'Torsten Frings', 'Frank Baumann', 'Jurica Vranjes', 'Peter Niemeyer', 'Kevin Schindler', 'Tim Borowski', 'Daniel Jensen', 'Leon Andreasen', 'Amaury Bischoff', 'Diego', 'Aaron Hunt', 'Kevin Artmann', 'Martin Harnik', 'Mohamed Zidan', 'Miroslav Klose', 'Markus Rosenberg', 'Hugo Almeida', 'Ivan Klasnic']"
2006,FC Schalke 04,"['Frank Rost', 'Manuel Neuer', 'Ralf Fährmann', 'Dennis Lamczyk', 'Toni Tapalovic', 'Marcelo Bordon', 'Mladen Krstajic', 'Mathias Abel', 'Tim Hoogland', 'Benedikt Höwedes', 'Christian Pander', 'Darío Rodríguez', 'Sebastian Boenisch', 'Rafinha', 'Zlatan Bajramovic', 'Fabian Ernst', 'Markus Heppke', 'Timo Kunert', 'Hamit Altintop', 'Gustavo Varela', 'Levan Kobiashvili', 'Lincoln', 'Halil Altintop', 'Mesut Özil', 'Alexander Baumjohann', 'Kevin Kuranyi', 'Peter Lövenkrands', 'Gerald Asamoah', 'Sören Larsen', 'Christian Erwig']"
2006,Hamburger SV,"['Frank Rost', 'Stefan Wächter', 'Sascha Kirschstein', 'Wolfgang Hesl', 'Vincent Kompany', 'Joris Mathijsen', 'Bastian Reinhardt', 'Mathias Abel', 'René Klingbeil', 'Sasan Gouhari', 'Juan Pablo Sorín', 'Thimothée Atouba', 'Guy Demel', 'Volker Schmidt', 'Nigel de Jong', 'Raphael Wicky', 'Collin Benjamin', 'Markus Karl', 'David Jarolim', 'Benny Feilhaber', 'Oliver Hampel', 'Alexander Laas', 'Mario Fillinger', 'Rafael van der Vaart', 'Piotr Trochowski', 'Änis Ben-Hatira', 'Mehdi Mahdavikia', 'Sidney Sam', 'Ivica Olic', 'Boubacar Sanogo', 'Danijel Ljuboja', 'Paolo Guerrero', 'Benjamin Lauth', 'Besart Berisha', 'Massimo Cannizzaro', 'Rouwen Hennings']"
2006,VfB Stuttgart,"['Timo Hildebrand', 'Michael Langer', 'Timo Hammel', 'Alexander Stolz', 'Dirk Heinen', 'Fernando Meira', 'Matthieu Delpierre', 'Serdar Tasci', 'Markus Babbel', 'Tobias Feisthammel', 'Arthur Boka', 'Ludovic Magnin', 'Heiko Gerber', 'Ricardo Osorio', 'Roberto Hilbert', 'Andreas Beck', 'Pável Pardo', 'Silvio Meißner', 'Bernd Nehrig', 'José-Alex Ikeng', 'Thomas Hitzlsperger', 'Sami Khedira', 'Alexander Farnerud', 'Christian Gentner', 'Tobias Weis', 'Daniel Bierofka', 'Antônio da Silva', 'Mario Gómez', 'Cacau', 'Jon Dahl Tomasson', 'Marco Streller', 'Benjamin Lauth']"
2006,Borussia Dortmund,"['Roman Weidenfeller', 'Sören Pirson', 'Bernd Meier', 'Christoph Metzelder', 'Markus Brzenska', 'Christian Wörns', 'Martin Amedick', 'Kosi Saka', 'Daniel Gordon', 'Uwe Hünemeier', 'Marc Heitmeier', 'Dedê', 'Patrick Kohlmann', 'David Vrzogic', 'Philipp Degen', 'Sebastian Kehl', 'Nuri Sahin', 'Nico Hillenbrand', 'Tinga', 'Marc-André Kruska', 'Florian Kringe', 'Sebastian Tyrala', 'Mehmet Akgün', 'Steven Pienaar', 'Lars Ricken', 'Matthew Amoah', 'David Odonkor', 'Abdenour Amachaibou', 'Alex Frei', 'Ebi Smolarek', 'Nelson Valdez', 'Sahr Senesie']"
2006,Bayer 04 Leverkusen,"['René Adler', 'Hans Jörg Butt', 'Benedikt Fernandez', 'Erik Domaschke', 'Juan', 'Karim Haggui', 'Roque Júnior', 'Fredrik Stenman', 'Jan-Ingwer Callsen-Bracker', 'Ahmed Madouni', 'Assimiou Touré', 'Thomas Hübener', 'Athirson', 'Alexander Meyer', 'Simon Rolfes', 'Carsten Ramelow', 'Pirmin Schwegler', 'Ali Camdali', 'Gonzalo Castro', 'Pierre De Wit', 'Bernd Schneider', 'Paul Freier', 'Marko Babic', 'Tranquillo Barnetta', 'Andriy Voronin', 'Sergej Barbarez', 'Stefan Kießling', 'Michal Papadopulos']"
2006,Hertha BSC,"['Christian Fiedler', 'Kevin Stuhr-Ellegaard', 'Nico Pellatz', 'Arne Friedrich', 'Josip Simunic', 'Dick Van Burik', 'Jérôme Boateng', 'Christopher Samba', 'Christopher Schorch', 'Amadeus Wallschläger', 'Robert Müller', 'Gilberto', 'Malik Fathi', 'Dennis Cagara', 'Sofian Chahed', 'Mineiro', 'Pál Dárdai', 'Andreas Schmidt', 'Andreas Neuendorf', 'Ante Covic', 'Yildiray Bastürk', 'Marcelinho Paraíba', 'Kevin-Prince Boateng', 'Christian Müller', 'Ashkan Dejagah', 'Patrick Ebert', 'Chinedu Ede', 'Ellery Cairo', 'Marko Pantelic', 'Christian Giménez', 'Solomon Okoronkwo', 'Srdjan Lakic']"
2006,1.FC Nürnberg,"['Raphael Schäfer', 'Daniel Klewer', 'Alexander Stephan', 'Javier Pinola', 'Andreas Wolf', 'Gláuber', 'Michael Beauchamp', 'Matthew Spiranovic', 'Marek Nikl', 'Thomas Paulus', 'Vratislav Gresko', 'Dean Heffernan', 'Dominik Reinhardt', 'Jaouhar Mnari', 'Jan Polak', 'Tomas Galasek', 'Marco Engelhardt', 'Ivica Banovic', 'Sebastian Szikal', 'Jan Kristiansen', 'Marek Mintal', 'Christoph Weber', 'Ivan Saenko', 'Sebastian Huber', 'Robert Vittek', 'Markus Schroth', 'Joshua Kennedy', 'Leon Benko', 'Chhunly Pagenburg', 'Gerald Sibon', 'Petar Jelic']"
2006,VfL Wolfsburg,"['Simon Jentzsch', 'André Lenz', 'Patrick Platins', 'Kevin Hofland', 'Alexander Madlung', 'Facundo Quiroga', 'Uwe Möhrle', 'Steve Müller', 'Peter Van der Heyden', 'Hans Sarpei', 'Michael Stegmayer', 'Alex', 'Christopher Lamprecht', 'Tom van der Leegte', 'Pablo Thiam', 'Jonathan Santana', 'Cédric Makiadi', 'Miroslav Karhan', 'Julio dos Santos', 'Sergey Evlyushkin', 'Jacek Krzynowek', 'Marcelinho Paraíba', 'Marian Hristov', 'Juan Carlos Menseguez', 'Emre Öztürk', 'Diego Klimowicz', 'Mike Hanke', 'Isaac Boakye', 'Rick Hoogendorp', 'Kamani Hill']"
2006,Eintracht Frankfurt,"['Markus Pröll', 'Oka Nikolov', 'Jan Zimmermann', 'Pablo Álvarez', 'Sotiris Kyrgiakos', 'Aleksandar Vasoski', 'Chris', 'Marco Russ', 'Daniyel Cimen', 'Christoph Spycher', 'Christopher Reinhard', 'Mounir Chaftar', 'Patrick Ochs', 'Marko Rehmer', 'Alexander Huber', 'Jermaine Jones', 'Benjamin Huggel', 'Michael Fink', 'Christoph Preuß', 'Marcel Heller', 'Benjamin Köhler', 'Markus Weissenberger', 'Faton Toski', 'Albert Streit', 'Alexander Meier', 'Francisco Copado', 'Ioannis Amanatidis', 'Naohiro Takahara', 'Michael Thurk', 'Dominik Stroh-Engel']"
2006,Borussia Mönchengladbach,"['Kasey Keller', 'Christofer Heimeroth', 'Michael Melka', 'Stefan Richter', 'Frederic Löhe', 'Zé António', 'Steve Gohouri', 'Bo Svensson', 'Marvin Compper', 'Tim Rubink', 'Marcell Jansen', 'Hassan El Fakiri', 'Filip Daems', 'Johannes van den Bergh', 'Kasper Bögelund', 'Thomas Helveg', 'Tobias Levels', 'Peer Kluge', 'Eugen Polanski', 'Oliver Kirch', 'Bernd Thijs', 'Sebastian Svärd', 'Robert Fleßers', 'Mikkel Thygesen', 'David Degen', 'Federico Insúa', 'Marko Marin', 'Alexander Baumjohann', 'Wesley Sonck', 'Michael Delura', 'Oliver Neuville', 'Vaclav Sverkos', 'Nando Rafael', 'Kahê', 'René Schnitzler', 'Moses Lamidi']"
2006,Hannover 96,"['Robert Enke', 'Frank Juric', 'Richard Golz', 'Morten Jensen', 'Vinícius', 'Frank Fahrenhorst', 'Dariusz Zuraw', 'Jonas Troest', 'Tobias Willers', 'Moritz Marheineke', 'Michael Tarnat', 'Sören Halfar', 'Timo Nagy', 'Steven Cherundolo', 'Christoffer Andersson', 'Hanno Balitsch', 'Altin Lala', 'Ferhat Bikmaz', 'Johannes Dietwald', 'Chavdar Yankov', 'Silvio Schröter', 'Szabolcs Huszti', 'Arnold Bruggink', 'Hendrik Hahne', 'Sebastian Stachnik', 'Jiri Stajner', 'Jan Rosenthal', 'Thomas Brdaric', 'Vahid Hashemian', 'Gunnar Heidar Thorvaldsson', 'Erik Jendrisek', 'Fabian Montabell']"
2006,VfL Bochum,"['Jaroslav Drobny', 'Peter Skov-Jensen', 'Alexander Bade', 'René Renno', 'Anthar Yahia', 'Marcel Maltritz', 'Martin Meichelbeck', 'Pavel Drsek', 'Heiko Butscher', 'Joris Van Hout', 'Philipp Bönig', 'David Pallas', 'Benjamin Lense', 'Christoph Dabrowski', 'Tomasz Zdebel', 'Oliver Schröder', 'Dennis Grote', 'Daniel Imhof', 'David Zajas', 'Deran Toksöz', 'Sebastian Hille', 'Filip Trojan', 'Zvjezdan Misimovic', 'Dariusz Wosz', 'Ivo Ilicevic', 'Joël Epalle', 'Theofanis Gekas', 'Benjamin Auer', 'Tommy Bechmann', 'Fábio Júnior', 'Thomas Rathgeber', 'Lucas Oppermann']"
2006,1.FSV Mainz 05,"['Dimo Wache', 'Christian Wetklo', 'Daniel Ischdonat', 'Jonas Sela', 'Manuel Friedrich', 'Nikolce Noveski', 'Ralph Gunesch', 'Neven Subotic', 'Marco Rose', 'Benjamin Weigelt', 'Christian Demirtas', 'Du-ri Cha', 'Henning Lichte', 'Milorad Pekovic', 'Christof Babatz', 'Leon Andreasen', 'Markus Feulner', 'Elkin Soto', 'Damir Vrancic', 'Mario Vrancic', 'Fabian Gerber', 'Fatmir Pupalovic', 'Mimoun Azaouagh', 'Petr Ruman', 'Otto Addo', 'Chadli Amri', 'Mohamed Zidan', 'Imre Szabics', 'Bakary Diakité', 'Edú', 'Marius Niculae', 'Ranisav Jovanovic', 'Conor Casey', 'Tobias Damm']"
2006,Arminia Bielefeld,"['Mathias Hain', 'Marc Ziegler', 'Pascal Formann', 'Heiko Westermann', 'Radim Kucera', 'Petr Gabriel', 'Markus Bollmann', 'Márcio Borges', 'Nils Fischer', 'Maik Rodenberg', 'Markus Schuler', 'Tobias Rau', 'Bernd Korzynietz', 'Nils-Christian Schmidt', 'Rüdiger Kauf', 'Thorben Marx', 'David Kobylik', 'Robert Tesche', 'Tim Danneberg', 'Kamil Vacek', 'Jonas Kamper', 'Marcel Ndjeng', 'Jörg Böhme', 'Ioannis Masmanidis', 'Fatmir Vata', 'Umut Kocin', 'Christian Eigler', 'Artur Wichniarek', 'Sibusiso Zuma', 'Abdelaziz Ahanfouf']"
2006,Alemannia Aachen,"['Stephan Straub', 'Kristian Nicht', 'Marcus Hesse', 'Daniel Schell', 'Nico Herzig', 'Alexander Klitzpera', 'Thomas Stehle', 'Moses Sichone', 'Emil Noll', 'Jeffrey Leiwakabessy', 'Mirko Casper', 'Reiner Plaßhenrich', 'Matthias Lehmann', 'Matthias Heidrich', 'Tom Moosmayer', 'Mario Mutsch', 'Sérgio da Silva Pinto', 'Cristian Fiél', 'Manuel Junglas', 'Laurentiu Reghecampf', 'Sascha Dum', 'Yunus Balaban', 'Erwin Koen', 'Jan Schlaudraff', 'Sascha Rösler', 'Szilard Nemeth', 'Vedad Ibisevic', 'Marius Ebbers', 'Emmanuel Krontiris', 'Marco Quotschalla', 'Abdulkadir Özgen']"
2006,FC Energie Cottbus,"['Gerhard Tremmel', 'Tomislav Piplica', 'André Thoms', 'Igor Mitreski', 'Kevin McKenna', 'Mariusz Kukielka', 'Mario Cvitanovic', 'Sebastian Schuppan', 'Lukasz Kanik', 'Daniel Ziebig', 'Sidney', 'Arne Feick', 'Zoltán Szélesi', 'Vragel da Silva', 'Benjamin Schöckel', 'Timo Rost', 'Daniel Gunkel', 'Lars Jungnickel', 'Tomasz Bandrowski', 'Vlad Munteanu', 'Jiayi Shao', 'Christof Neumann', 'Ervin Skela', 'Stiven Rivic', 'Lawrence Aidoo', 'Sergiu Radu', 'Francis Kioyo', 'Marco Küntzel', 'Steffen Baumgart', 'Przemyslaw Trytko']"
2007,FC Bayern München,"['Oliver Kahn', 'Michael Rensing', 'Thomas Kraft', 'Bernd Dreher', 'Lúcio', 'Martín Demichelis', 'Breno', 'Daniel Van Buyten', 'Valérien Ismaël', 'Mats Hummels', 'Marcell Jansen', 'Philipp Lahm', 'Willy Sagnol', 'Christian Lell', 'Stefano Celozzi', 'Mark van Bommel', 'Andreas Ottl', 'Stephan Fürstner', 'Bastian Schweinsteiger', 'José Sosa', 'Toni Kroos', 'Julio dos Santos', 'Hamit Altintop', 'Zé Roberto', 'Franck Ribéry', 'Lukas Podolski', 'Jan Schlaudraff', 'Luca Toni', 'Miroslav Klose', 'Roque Santa Cruz', 'Sandro Wagner']"
2007,SV Werder Bremen,"['Tim Wiese', 'Christian Vander', 'Nico Pellatz', 'Sebastian Mielitz', 'Per Mertesacker', 'Naldo', 'Petri Pasanen', 'Christian Schulz', 'Dusko Tosic', 'Alexander Hessel', 'Sebastian Boenisch', 'Pierre Womé', 'Norman Theuerkauf', 'Clemens Fritz', 'Patrick Owomoyela', 'Torsten Frings', 'Frank Baumann', 'Jurica Vranjes', 'Peter Niemeyer', 'Kevin Schindler', 'Tim Borowski', 'Daniel Jensen', 'Leon Andreasen', 'Amaury Bischoff', 'Diego', 'Mesut Özil', 'Carlos Alberto', 'Aaron Hunt', 'Kevin Artmann', 'Martin Harnik', 'Max Kruse', 'Markus Rosenberg', 'Hugo Almeida', 'Boubacar Sanogo', 'Ivan Klasnic', 'John Jairo Mosquera', 'Frank Löning']"
2007,FC Schalke 04,"['Manuel Neuer', 'Mathias Schober', 'Toni Tapalovic', 'Marcelo Bordon', 'Heiko Westermann', 'Mladen Krstajic', 'Mathias Abel', 'Benedikt Höwedes', 'Carlos Zambrano', 'Christian Pander', 'Sebastian Boenisch', 'Darío Rodríguez', 'Marc Lorenz', 'Rafinha', 'Willi Landgraf', 'Fabian Ernst', 'Jermaine Jones', 'Zlatan Bajramovic', 'Markus Heppke', 'Ivan Rakitic', 'Carlos Grossmüller', 'Gustavo Varela', 'Levan Kobiashvili', 'Mesut Özil', 'Halil Altintop', 'Zé Roberto', 'Mimoun Azaouagh', 'Vicente Sánchez', 'Albert Streit', 'Kevin Kuranyi', 'Gerald Asamoah', 'Peter Lövenkrands', 'Sören Larsen', 'Dominique Wassi']"
2007,Hamburger SV,"['Frank Rost', 'Wolfgang Hesl', 'Raphael Wolf', 'Joris Mathijsen', 'Vincent Kompany', 'Jérôme Boateng', 'Bastian Reinhardt', 'Kosi Saka', 'Sebastian Langkamp', 'Juan Pablo Sorín', 'Thimothée Atouba', 'Guy Demel', 'Miso Brecko', 'Volker Schmidt', 'Nigel de Jong', 'Collin Benjamin', 'Timo Kunert', 'David Jarolim', 'Vadis Odjidja-Ofoe', 'Alexander Laas', 'Mario Fillinger', 'Preston Zimmerman', 'Rafael van der Vaart', 'Piotr Trochowski', 'Anton Putilo', 'Änis Ben-Hatira', 'Otto Addo', 'Romeo Castelen', 'Sidney Sam', 'Tunay Torun', 'Mohamed Zidan', 'Ivica Olic', 'Boubacar Sanogo', 'Paolo Guerrero', 'Eric Maxim Choupo-Moting', 'Macauley Chrisantus']"
2007,VfB Stuttgart,"['Raphael Schäfer', 'Michael Langer', 'Sven Ulreich', 'Alexander Stolz', 'Fernando Meira', 'Matthieu Delpierre', 'Serdar Tasci', 'Gledson', 'David Pisot', 'Marco Pischorn', 'Arthur Boka', 'Ludovic Magnin', 'Roberto Hilbert', 'Ricardo Osorio', 'Andreas Beck', 'Pável Pardo', 'Silvio Meißner', 'Georges Mandjeck', 'Peter Perchtold', 'Julian Schuster', 'Christian Träsch', 'Thomas Hitzlsperger', 'Sami Khedira', 'Alexander Farnerud', 'Yildiray Bastürk', 'Antônio da Silva', 'Élson', 'Mario Gómez', 'Cacau', 'Ciprian Marica', 'Ewerthon', 'Sergiu Radu', 'Danijel Ljuboja', 'Manuel Fischer', 'Sven Schipplock']"
2007,Bayer 04 Leverkusen,"['René Adler', 'Benedikt Fernandez', 'Erik Domaschke', 'Fabian Giefer', 'Manuel Friedrich', 'Karim Haggui', 'Jan-Ingwer Callsen-Bracker', 'Hans Sarpei', 'Vratislav Gresko', 'Kim Falkenberg', 'Simon Rolfes', 'Lukas Sinkiewicz', 'Pirmin Schwegler', 'Ricardo Faty', 'Carsten Ramelow', 'Stefan Reinartz', 'Arturo Vidal', 'Gonzalo Castro', 'Jens Hegeler', 'Bernd Schneider', 'Paul Freier', 'Sascha Dum', 'Tranquillo Barnetta', 'Marcel Risse', 'Sergej Barbarez', 'Theofanis Gekas', 'Stefan Kießling', 'Dmitriy Bulykin', 'Michal Papadopulos', 'Atanas Kurdov', 'Dennis Schmidt']"
2007,Hertha BSC,"['Jaroslav Drobny', 'Christian Fiedler', 'Christopher Gäng', 'Sascha Burchert', 'Josip Simunic', 'Arne Friedrich', 'Jérôme Boateng', 'Steve von Bergen', 'Fabian Lustenberger', 'Amadeus Wallschläger', 'Gilberto', 'Malik Fathi', 'Lúcio', 'Pascal Bieler', 'Marcus Steinwarth', 'Sofian Chahed', 'Lukasz Piszczek', 'Gojko Kacar', 'Mineiro', 'Pál Dárdai', 'Andreas Schmidt', 'Bryan Arguez', 'Tobias Grahn', 'Rudi Skacel', 'Christian Müller', 'Sascha Bigalke', 'Bilal Cubukcu', 'Patrick Ebert', 'Chinedu Ede', 'Ibrahima Traoré', 'Raffael', 'Marko Pantelic', 'André Lima', 'Valeri Domovchiyski', 'Solomon Okoronkwo', 'Srdjan Lakic']"
2007,Borussia Dortmund,"['Roman Weidenfeller', 'Marc Ziegler', 'Marcel Höttecke', 'Alexander Bade', 'Robert Kovac', 'Martin Amedick', 'Markus Brzenska', 'Christian Wörns', 'Mats Hummels', 'Uwe Hünemeier', 'Daniel Gordon', 'Patrick Njambe', 'Dedê', 'David Vrzogic', 'Antonio Rukavina', 'Philipp Degen', 'Sebastian Kehl', 'Christian Eggert', 'Nico Hillenbrand', 'Tinga', 'Florian Kringe', 'Marc-André Kruska', 'Mehmet Akgün', 'Sebastian Tyrala', 'Giovanni Federico', 'Delron Buckley', 'Christopher Nöthe', 'Jakub Blaszczykowski', 'Alex Frei', 'Mladen Petric', 'Ebi Smolarek', 'Diego Klimowicz', 'Nelson Valdez', 'Sahr Senesie']"
2007,VfL Wolfsburg,"['Diego Benaglio', 'Simon Jentzsch', 'André Lenz', 'Jonas Deumeland', 'Patrick Platins', 'Ricardo Costa', 'Jan Simunek', 'Alexander Madlung', 'Makoto Hasebe', 'Facundo Quiroga', 'Uwe Möhrle', 'Daniel Reiche', 'Marcel Schäfer', 'Peter Van der Heyden', 'Sergey Karimov', 'Sascha Riether', 'Alex', 'Josué', 'Daniel Baier', 'Pablo Thiam', 'Marvin Karow', 'Christian Gentner', 'Jonathan Santana', 'Cédric Makiadi', 'Sergey Evlyushkin', 'Jacek Krzynowek', 'Vlad Munteanu', 'Alexander Laas', 'Marcelinho Paraíba', 'Philipp Kreuels', 'Ashkan Dejagah', 'Emre Öztürk', 'Grafite', 'Edin Dzeko', 'Sergiu Radu', 'Danijel Ljuboja', 'Isaac Boakye', 'Kamani Hill', 'Mame Niang']"
2007,Eintracht Frankfurt,"['Markus Pröll', 'Oka Nikolov', 'Jan Zimmermann', 'Jan Hofmann', 'Martin Hess', 'Sotiris Kyrgiakos', 'Aarón Galindo', 'Aleksandar Vasoski', 'Marco Russ', 'Chris', 'Christoph Spycher', 'Mounir Chaftar', 'Norman Theuerkauf', 'Patrick Ochs', 'Michael Fink', 'Junichi Inamoto', 'Christoph Preuß', 'Kreso Ljubicic', 'Jürgen Mössmer', 'Marcel Heller', 'Benjamin Köhler', 'Caio', 'Faton Toski', 'Markus Weissenberger', 'Albert Streit', 'Mehdi Mahdavikia', 'Alexander Meier', 'Ioannis Amanatidis', 'Martin Fenin', 'Naohiro Takahara', 'Vangelis Mantzios', 'Michael Thurk', 'Danny Galm', 'Juvhel Tsoumou']"
2007,Hannover 96,"['Robert Enke', 'Richard Golz', 'Frank Juric', 'Morten Jensen', 'Valérien Ismaël', 'Christian Schulz', 'Vinícius', 'Frank Fahrenhorst', 'Thomas Kleine', 'Dariusz Zuraw', 'Michael Tarnat', 'Sören Halfar', 'Konstantin Rausch', 'Steven Cherundolo', 'Sal Zizzo', 'Hanno Balitsch', 'Altin Lala', 'Ferhat Bikmaz', 'Bastian Schulz', 'Chavdar Yankov', 'Sérgio da Silva Pinto', 'Gaetan Krebs', 'Szabolcs Huszti', 'Arnold Bruggink', 'Jan Rosenthal', 'Jiri Stajner', 'Mike Hanke', 'Thomas Brdaric', 'Vahid Hashemian', 'Benjamin Lauth', 'Fabian Montabell']"
2007,1.FC Nürnberg,"['Jaromir Blazek', 'Daniel Klewer', 'Alexander Stephan', 'Javier Pinola', 'Andreas Wolf', 'Gláuber', 'Jacques Abardonado', 'Matthew Spiranovic', 'Michael Beauchamp', 'Michael Kammermeyer', 'Ralf Schmidt', 'Dominik Reinhardt', 'Lars Jacobsen', 'Jan Polak', 'Peer Kluge', 'Jaouhar Mnari', 'Tomas Galasek', 'Marco Engelhardt', 'Lukas Kling', 'Sebastian Szikal', 'Jan Kristiansen', 'Zvjezdan Misimovic', 'Marek Mintal', 'Dario Vidosic', 'Christoph Weber', 'Ivan Saenko', 'Robert Vittek', 'Angelos Charisteas', 'Jan Koller', 'Joshua Kennedy', 'Nicky Adler', 'Chhunly Pagenburg', 'Leon Benko']"
2007,VfL Bochum,"['Jan Lastuvka', 'René Renno', 'Philipp Heerwagen', 'Marcel Maltritz', 'Anthar Yahia', 'Martin Meichelbeck', 'Mergim Mavraj', 'Pavel Drsek', 'Patrick Fabian', 'Kevin Vogt', 'Philipp Bönig', 'Heinrich Schmidtgal', 'Marc Pfertzel', 'Matías Concha', 'Christoph Dabrowski', 'Daniel Imhof', 'Tomasz Zdebel', 'Oliver Schröder', 'Dennis Grote', 'David Zajas', 'Ilkay Gündogan', 'Stefan Grummel', 'Shinji Ono', 'Mimoun Azaouagh', 'Danny Fuchs', 'Ivo Ilicevic', 'Joël Epalle', 'Stanislav Sestak', 'Marcin Mieciel', 'Oleksiy Belik', 'Benjamin Auer', 'Tommy Bechmann', 'Marc Sand']"
2007,Karlsruher SC,"['Markus Miller', 'Jean-François Kornetzky', 'Thomas Unger', 'Mario Eggimann', 'Maik Franz', 'Stefan Buck', 'Martin Stoll', 'Sebastian Langkamp', 'Christian Eichner', 'Bradley Carnell', 'Christopher Reinhard', 'Andreas Görlitz', 'Florian Dick', 'Daniel Brosinski', 'Michael Mutzel', 'Godfried Aduobe', 'Timo Staffeldt', 'Benjamin Barg', 'Massimilian Porcello', 'Tamás Hajnal', 'Lars Stindl', 'Christian Timm', 'Alexander Iashvili', 'Sebastian Freis', 'Edmond Kapllani', 'Joshua Kennedy', 'Sanibal Orahovac']"
2007,Arminia Bielefeld,"['Rowen Fernández', 'Mathias Hain', 'Daniel Riemer', 'Dirk Heinen', 'Niklas Hartmann', 'Andre Mijatovic', 'Radim Kucera', 'Markus Bollmann', 'Matthias Langkamp', 'Petr Gabriel', 'Maik Rodenberg', 'Nils Fischer', 'Marcel Lenz (Stadel)', 'Markus Schuler', 'Tobias Rau', 'Bernd Korzynietz', 'Nils-Christian Schmidt', 'Thilo Versick', 'Rüdiger Kauf', 'Oliver Kirch', 'Thorben Marx', 'Robert Tesche', 'David Kobylik', 'Jonas Kamper', 'Jörg Böhme', 'Daniel Halfar', 'Ioannis Masmanidis', 'Siyabonga Nkosi', 'Umut Kocin', 'Christian Eigler', 'Stefan Aigner', 'Artur Wichniarek', 'Sibusiso Zuma', 'Leonidas Kampantais']"
2007,FC Energie Cottbus,"['Gerhard Tremmel', 'Tomislav Piplica', 'Martin Männel', 'Igor Mitreski', 'Christian Bassila', 'Mariusz Kukielka', 'Mario Cvitanovic', 'Ivan Radeljic', 'Kristijan Ipsa', 'Ovidiu Burca', 'Toni Wachsmuth', 'Sebastian Schuppan', 'Lukasz Kanik', 'Thomas Franke', 'Silvio Bankert', 'Daniel Ziebig', 'Arne Feick', 'Zoltán Szélesi', 'Vragel da Silva', 'Stanislav Angelov', 'Timo Rost', 'Michael Lerchl', 'Marc Hensel', 'Tomasz Bandrowski', 'Jiayi Shao', 'Ervin Skela', 'Stiven Rivic', 'Dusan Vasiljevic', 'Christian Müller', 'Stathis Aloneftis', 'Dimitar Rangelov', 'Dennis Sörensen', 'Francis Kioyo', 'Michal Papadopulos', 'Branko Jelic', 'Marco Küntzel', 'Steffen Baumgart', 'Przemyslaw Trytko', 'Marc-Philipp Zimmermann']"
